company_id,type,rule_id,text,confidence_pct
HAVELLS,pro,D/E <= 0.5,"Low debt-to-equity of 0.04, indicating conservative leverage.",90
HAVELLS,pro,ICR >= 5,Strong interest coverage of 25.4x.,88
HAVELLS,pro,FCF > 0,Positive free cash flow of 335.0 crore.,82
HAVELLS,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
HAVELLS,pro,CapEx intensity < 10%,Moderate CapEx intensity of 8.7%.,72
HAVELLS,pro,Revenue CAGR >= 10%,Revenue CAGR of 13.0% over five years.,85
HAVELLS,pro,PAT CAGR >= 10%,Profit CAGR of 10.0% over five years.,88
HAVELLS,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
HAVELLS,con,FCF conversion < 50%,Weak free-cash-flow conversion of 17.8%.,82
HCLTECH,pro,ROE >= 20%,Strong return on equity of 23.0%.,90
HCLTECH,pro,D/E <= 0.5,"Low debt-to-equity of 0.08, indicating conservative leverage.",90
HCLTECH,pro,ICR >= 5,Strong interest coverage of 46.5x.,88
HCLTECH,pro,FCF > 0,Positive free cash flow of 15840.0 crore.,82
HCLTECH,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
HCLTECH,pro,CapEx intensity < 10%,Moderate CapEx intensity of 6.0%.,72
HCLTECH,pro,Revenue CAGR >= 10%,Revenue CAGR of 12.7% over five years.,85
HCLTECH,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
HDFCBANK,pro,NPM >= 15%,Healthy net profit margin of 23.1%.,85
HDFCBANK,pro,FCF > 0,Positive free cash flow of 35669.0 crore.,82
HDFCBANK,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
HDFCBANK,pro,CapEx intensity < 10%,Moderate CapEx intensity of 5.9%.,72
HDFCBANK,pro,Revenue CAGR >= 10%,Revenue CAGR of 22.0% over five years.,85
HDFCBANK,pro,PAT CAGR >= 10%,Profit CAGR of 23.9% over five years.,88
HDFCBANK,pro,EPS CAGR >= 10%,EPS CAGR of 15.4% over five years.,88
HDFCBANK,con,D/E > 1,Elevated debt-to-equity of 6.81.,90
HDFCBANK,con,ICR < 2,Low interest coverage of 1.4x.,92
HDFCBANK,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
HDFCBANK,con,FCF conversion < 50%,Weak free-cash-flow conversion of 20.5%.,82
HDFCLIFE,pro,D/E <= 0.5,"Low debt-to-equity of 0.06, indicating conservative leverage.",90
HDFCLIFE,pro,ICR >= 5,Strong interest coverage of 192.3x.,88
HDFCLIFE,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
HDFCLIFE,pro,Revenue CAGR >= 10%,Revenue CAGR of 21.2% over five years.,85
HDFCLIFE,con,NPM < 5%,Thin net profit margin of 1.6%.,85
HDFCLIFE,con,FCF < 0,Negative free cash flow is a potential financial risk.,90
HDFCLIFE,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
HDFCLIFE,con,FCF conversion < 50%,Weak free-cash-flow conversion of -2.9%.,82
HDFCLIFE,con,PAT CAGR < 5%,Slow five-year profit CAGR of 4.3%.,80
HDFCLIFE,con,EPS CAGR < 5%,Slow five-year EPS CAGR of 3.1%.,80
HEROMOTOCO,pro,ROE >= 20%,Strong return on equity of 21.1%.,90
HEROMOTOCO,pro,D/E <= 0.5,"Low debt-to-equity of 0.03, indicating conservative leverage.",90
HEROMOTOCO,pro,ICR >= 5,Strong interest coverage of 47.3x.,88
HEROMOTOCO,pro,FCF > 0,Positive free cash flow of 3095.0 crore.,82
HEROMOTOCO,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
HEROMOTOCO,pro,CapEx intensity < 10%,Moderate CapEx intensity of 4.8%.,72
HEROMOTOCO,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
HEROMOTOCO,con,FCF conversion < 50%,Weak free-cash-flow conversion of 9.5%.,82
HEROMOTOCO,con,Revenue CAGR < 5%,Slow five-year revenue CAGR of 2.2%.,78
HEROMOTOCO,con,PAT CAGR < 5%,Slow five-year profit CAGR of 1.5%.,80
HEROMOTOCO,con,EPS CAGR < 5%,Slow five-year EPS CAGR of 1.7%.,80
HINDALCO,pro,ICR >= 5,Strong interest coverage of 126.5x.,88
HINDALCO,pro,FCF > 0,Positive free cash flow of 9789.0 crore.,82
HINDALCO,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
HINDALCO,pro,CapEx intensity < 10%,Moderate CapEx intensity of 6.6%.,72
HINDALCO,pro,Revenue CAGR >= 10%,Revenue CAGR of 10.6% over five years.,85
HINDALCO,pro,PAT CAGR >= 10%,Profit CAGR of 13.1% over five years.,88
HINDALCO,pro,EPS CAGR >= 10%,EPS CAGR of 13.4% over five years.,88
HINDALCO,con,ROE < 10%,Low return on equity of 9.6%.,85
HINDALCO,con,NPM < 5%,Thin net profit margin of 4.7%.,85
HINDALCO,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
HINDALCO,con,FCF conversion < 50%,Weak free-cash-flow conversion of 5.1%.,82
HINDUNILVR,pro,ROE >= 20%,Strong return on equity of 20.1%.,90
HINDUNILVR,pro,NPM >= 15%,Healthy net profit margin of 16.6%.,85
HINDUNILVR,pro,D/E <= 0.5,"Low debt-to-equity of 0.03, indicating conservative leverage.",90
HINDUNILVR,pro,ICR >= 5,Strong interest coverage of 57.8x.,88
HINDUNILVR,pro,FCF > 0,Positive free cash flow of 10145.0 crore.,82
HINDUNILVR,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
HINDUNILVR,pro,CapEx intensity < 10%,Moderate CapEx intensity of 8.6%.,72
HINDUNILVR,pro,PAT CAGR >= 10%,Profit CAGR of 11.2% over five years.,88
HINDUNILVR,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
HINDUNILVR,con,FCF conversion < 50%,Weak free-cash-flow conversion of 21.5%.,82
ICICIBANK,pro,NPM >= 15%,Healthy net profit margin of 28.9%.,85
ICICIBANK,pro,FCF > 0,Positive free cash flow of 12547.0 crore.,82
ICICIBANK,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
ICICIBANK,pro,Revenue CAGR >= 10%,Revenue CAGR of 17.3% over five years.,85
ICICIBANK,pro,PAT CAGR >= 10%,Profit CAGR of 51.9% over five years.,88
ICICIBANK,pro,EPS CAGR >= 10%,EPS CAGR of 55.2% over five years.,88
ICICIBANK,con,D/E > 1,Elevated debt-to-equity of 6.45.,90
ICICIBANK,con,ICR < 2,Low interest coverage of 1.3x.,92
ICICIBANK,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
ICICIBANK,con,CapEx intensity > 30%,High CapEx intensity of 90.7% may pressure free cash flow.,80
ICICIBANK,con,FCF conversion < 50%,Weak free-cash-flow conversion of 12.6%.,82
ICICIGI,pro,D/E <= 0.5,"Low debt-to-equity of 0.00, indicating conservative leverage.",90
ICICIGI,pro,ICR >= 5,Strong interest coverage of 160.0x.,88
ICICIGI,pro,FCF > 0,Positive free cash flow of 486.0 crore.,82
ICICIGI,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
ICICIGI,pro,CapEx intensity < 10%,Moderate CapEx intensity of 9.4%.,72
ICICIGI,pro,Revenue CAGR >= 10%,Revenue CAGR of 12.9% over five years.,85
ICICIGI,pro,PAT CAGR >= 10%,Profit CAGR of 12.8% over five years.,88
ICICIGI,pro,EPS CAGR >= 10%,EPS CAGR of 11.1% over five years.,88
ICICIGI,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
ICICIGI,con,FCF conversion < 50%,Weak free-cash-flow conversion of 2.7%.,82
ICICIPRULI,pro,D/E <= 0.5,"Low debt-to-equity of 0.11, indicating conservative leverage.",90
ICICIPRULI,pro,ICR >= 5,Strong interest coverage of 31.0x.,88
ICICIPRULI,pro,FCF > 0,Positive free cash flow of 105.0 crore.,82
ICICIPRULI,pro,CapEx intensity < 10%,Moderate CapEx intensity of 8.2%.,72
ICICIPRULI,pro,Revenue CAGR >= 10%,Revenue CAGR of 16.8% over five years.,85
ICICIPRULI,con,ROE < 10%,Low return on equity of 7.7%.,85
ICICIPRULI,con,NPM < 5%,Thin net profit margin of 0.9%.,85
ICICIPRULI,con,CFO < 0,Negative operating cash flow indicates weak cash generation.,95
ICICIPRULI,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
ICICIPRULI,con,FCF conversion < 50%,Weak free-cash-flow conversion of 0.1%.,82
ICICIPRULI,con,PAT CAGR < 5%,Slow five-year profit CAGR of -5.7%.,80
ICICIPRULI,con,EPS CAGR < 5%,Slow five-year EPS CAGR of -5.6%.,80
INDIGO,pro,ROE >= 20%,Strong return on equity of 892.6%.,90
INDIGO,pro,D/E <= 0.5,"Low debt-to-equity of 0.02, indicating conservative leverage.",90
INDIGO,pro,ICR >= 5,Strong interest coverage of 22.6x.,88
INDIGO,pro,FCF > 0,Positive free cash flow of 9424.0 crore.,82
INDIGO,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
INDIGO,pro,Revenue CAGR >= 10%,Revenue CAGR of 19.3% over five years.,85
INDIGO,pro,PAT CAGR >= 10%,Profit CAGR of 120.7% over five years.,88
INDIGO,pro,EPS CAGR >= 10%,EPS CAGR of 121.2% over five years.,88
INDIGO,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
INDIGO,con,FCF conversion < 50%,Weak free-cash-flow conversion of 17.9%.,82
INDUSINDBK,pro,NPM >= 15%,Healthy net profit margin of 19.6%.,85
INDUSINDBK,pro,CapEx intensity < 10%,Moderate CapEx intensity of 1.4%.,72
INDUSINDBK,pro,Revenue CAGR >= 10%,Revenue CAGR of 15.5% over five years.,85
INDUSINDBK,pro,PAT CAGR >= 10%,Profit CAGR of 22.1% over five years.,88
INDUSINDBK,pro,EPS CAGR >= 10%,EPS CAGR of 15.9% over five years.,88
INDUSINDBK,con,D/E > 1,Elevated debt-to-equity of 6.89.,90
INDUSINDBK,con,ICR < 2,Low interest coverage of 1.9x.,92
INDUSINDBK,con,FCF < 0,Negative free cash flow is a potential financial risk.,90
INDUSINDBK,con,CFO < 0,Negative operating cash flow indicates weak cash generation.,95
INDUSINDBK,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
INDUSINDBK,con,FCF conversion < 50%,Weak free-cash-flow conversion of -99.0%.,82
INFY,pro,ROE >= 20%,Strong return on equity of 29.8%.,90
INFY,pro,NPM >= 15%,Healthy net profit margin of 17.1%.,85
INFY,pro,D/E <= 0.5,"Low debt-to-equity of 0.09, indicating conservative leverage.",90
INFY,pro,ICR >= 5,Strong interest coverage of 87.5x.,88
INFY,pro,FCF > 0,Positive free cash flow of 20117.0 crore.,82
INFY,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
INFY,pro,CapEx intensity < 10%,Moderate CapEx intensity of 3.3%.,72
INFY,pro,Revenue CAGR >= 10%,Revenue CAGR of 13.2% over five years.,85
INFY,pro,PAT CAGR >= 10%,Profit CAGR of 11.2% over five years.,88
INFY,pro,EPS CAGR >= 10%,EPS CAGR of 12.5% over five years.,88
INFY,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
IOC,pro,ROE >= 20%,Strong return on equity of 23.5%.,90
IOC,pro,ICR >= 5,Strong interest coverage of 10.3x.,88
IOC,pro,FCF > 0,Positive free cash flow of 39635.0 crore.,82
IOC,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
IOC,pro,CapEx intensity < 10%,Moderate CapEx intensity of 4.1%.,72
IOC,pro,PAT CAGR >= 10%,Profit CAGR of 20.1% over five years.,88
IOC,pro,EPS CAGR >= 10%,EPS CAGR of 20.1% over five years.,88
IOC,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
IRCTC,pro,ROE >= 20%,Strong return on equity of 34.4%.,90
IRCTC,pro,NPM >= 15%,Healthy net profit margin of 26.0%.,85
IRCTC,pro,D/E <= 0.5,"Low debt-to-equity of 0.02, indicating conservative leverage.",90
IRCTC,pro,ICR >= 5,Strong interest coverage of 82.7x.,88
IRCTC,pro,FCF > 0,Positive free cash flow of 667.0 crore.,82
IRCTC,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
IRCTC,pro,CapEx intensity < 10%,Moderate CapEx intensity of 5.0%.,72
IRCTC,pro,Revenue CAGR >= 10%,Revenue CAGR of 18.0% over five years.,85
IRCTC,pro,PAT CAGR >= 10%,Profit CAGR of 29.2% over five years.,88
IRCTC,pro,EPS CAGR >= 10%,EPS CAGR of 28.5% over five years.,88
IRCTC,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
IRCTC,con,FCF conversion < 50%,Weak free-cash-flow conversion of 45.5%.,82
IRFC,pro,NPM >= 15%,Healthy net profit margin of 24.1%.,85
IRFC,pro,FCF > 0,Positive free cash flow of 7906.0 crore.,82
IRFC,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
IRFC,pro,CapEx intensity < 10%,Moderate CapEx intensity of 0.0%.,72
IRFC,pro,Revenue CAGR >= 10%,Revenue CAGR of 19.1% over five years.,85
IRFC,pro,PAT CAGR >= 10%,Profit CAGR of 23.2% over five years.,88
IRFC,pro,EPS CAGR >= 10%,EPS CAGR of 20.1% over five years.,88
IRFC,con,D/E > 1,Elevated debt-to-equity of 8.38.,90
IRFC,con,ICR < 2,Low interest coverage of 1.3x.,92
IRFC,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
IRFC,con,FCF conversion < 50%,Weak free-cash-flow conversion of 29.8%.,82
ITC,pro,ROE >= 20%,Strong return on equity of 27.9%.,90
ITC,pro,NPM >= 15%,Healthy net profit margin of 29.3%.,85
ITC,pro,D/E <= 0.5,"Low debt-to-equity of 0.00, indicating conservative leverage.",90
ITC,pro,ICR >= 5,Strong interest coverage of 363.0x.,88
ITC,pro,FCF > 0,Positive free cash flow of 18742.0 crore.,82
ITC,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
ITC,pro,CapEx intensity < 10%,Moderate CapEx intensity of 2.2%.,72
ITC,pro,PAT CAGR >= 10%,Profit CAGR of 10.1% over five years.,88
ITC,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
JINDALSTEL,pro,D/E <= 0.5,"Low debt-to-equity of 0.37, indicating conservative leverage.",90
JINDALSTEL,pro,ICR >= 5,Strong interest coverage of 8.0x.,88
JINDALSTEL,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
JINDALSTEL,con,FCF < 0,Negative free cash flow is a potential financial risk.,90
JINDALSTEL,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
JINDALSTEL,con,FCF conversion < 50%,Weak free-cash-flow conversion of -22.9%.,82
JINDALSTEL,con,Revenue CAGR < 5%,Slow five-year revenue CAGR of 1.4%.,78
JIOFIN,pro,NPM >= 15%,Healthy net profit margin of 86.5%.,85
JIOFIN,pro,D/E <= 0.5,"Low debt-to-equity of 0.00, indicating conservative leverage.",90
JIOFIN,pro,ICR >= 5,Strong interest coverage of 198.8x.,88
JIOFIN,pro,FCF > 0,Positive free cash flow of 763.0 crore.,82
JIOFIN,con,ROE < 10%,Low return on equity of 1.2%.,85
JIOFIN,con,CFO < 0,Negative operating cash flow indicates weak cash generation.,95
JIOFIN,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
JIOFIN,con,CapEx intensity > 30%,High CapEx intensity of 77.7% may pressure free cash flow.,80
JIOFIN,con,FCF conversion < 50%,Weak free-cash-flow conversion of 48.9%.,82
JSWENERGY,pro,NPM >= 15%,Healthy net profit margin of 15.0%.,85
JSWENERGY,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
JSWENERGY,pro,PAT CAGR >= 10%,Profit CAGR of 20.3% over five years.,88
JSWENERGY,pro,EPS CAGR >= 10%,EPS CAGR of 20.1% over five years.,88
JSWENERGY,con,ROE < 10%,Low return on equity of 8.3%.,85
JSWENERGY,con,D/E > 1,Elevated debt-to-equity of 1.52.,90
JSWENERGY,con,FCF < 0,Negative free cash flow is a potential financial risk.,90
JSWENERGY,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
JSWENERGY,con,CapEx intensity > 30%,High CapEx intensity of 71.4% may pressure free cash flow.,80
JSWENERGY,con,FCF conversion < 50%,Weak free-cash-flow conversion of -36.5%.,82
JSWENERGY,con,Revenue CAGR < 5%,Slow five-year revenue CAGR of 4.7%.,78
JSWSTEEL,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
JSWSTEEL,pro,CapEx intensity < 10%,Moderate CapEx intensity of 8.3%.,72
JSWSTEEL,pro,Revenue CAGR >= 10%,Revenue CAGR of 15.6% over five years.,85
JSWSTEEL,con,D/E > 1,Elevated debt-to-equity of 1.13.,90
JSWSTEEL,con,FCF < 0,Negative free cash flow is a potential financial risk.,90
JSWSTEEL,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
JSWSTEEL,con,FCF conversion < 50%,Weak free-cash-flow conversion of -8.5%.,82
JSWSTEEL,con,PAT CAGR < 5%,Slow five-year profit CAGR of 3.6%.,80
JSWSTEEL,con,EPS CAGR < 5%,Slow five-year EPS CAGR of 2.4%.,80
KOTAKBANK,pro,NPM >= 15%,Healthy net profit margin of 32.4%.,85
KOTAKBANK,pro,FCF > 0,Positive free cash flow of 6766.0 crore.,82
KOTAKBANK,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
KOTAKBANK,pro,Revenue CAGR >= 10%,Revenue CAGR of 13.5% over five years.,85
KOTAKBANK,pro,PAT CAGR >= 10%,Profit CAGR of 20.4% over five years.,88
KOTAKBANK,pro,EPS CAGR >= 10%,EPS CAGR of 19.3% over five years.,88
KOTAKBANK,con,D/E > 1,Elevated debt-to-equity of 4.00.,90
KOTAKBANK,con,ICR < 2,Low interest coverage of 1.2x.,92
KOTAKBANK,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
KOTAKBANK,con,FCF conversion < 50%,Weak free-cash-flow conversion of 14.4%.,82
LICI,pro,ROE >= 20%,Strong return on equity of 49.4%.,90
LICI,pro,D/E <= 0.5,"Low debt-to-equity of 0.00, indicating conservative leverage.",90
LICI,pro,ICR >= 5,Strong interest coverage of 371.9x.,88
LICI,pro,FCF > 0,Positive free cash flow of 853.0 crore.,82
LICI,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
LICI,pro,CapEx intensity < 10%,Moderate CapEx intensity of 3.0%.,72
LICI,pro,PAT CAGR >= 10%,Profit CAGR of 73.2% over five years.,88
LICI,con,NPM < 5%,Thin net profit margin of 4.8%.,85
LICI,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
LICI,con,FCF conversion < 50%,Weak free-cash-flow conversion of 2.6%.,82
LODHA,pro,NPM >= 15%,Healthy net profit margin of 15.1%.,85
LODHA,pro,D/E <= 0.5,"Low debt-to-equity of 0.44, indicating conservative leverage.",90
LODHA,pro,ICR >= 5,Strong interest coverage of 5.6x.,88
LODHA,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
LODHA,con,ROE < 10%,Low return on equity of 8.9%.,85
LODHA,con,FCF < 0,Negative free cash flow is a potential financial risk.,90
LODHA,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
LODHA,con,FCF conversion < 50%,Weak free-cash-flow conversion of -16.3%.,82
LODHA,con,Revenue CAGR < 5%,Slow five-year revenue CAGR of -2.8%.,78
LODHA,con,PAT CAGR < 5%,Slow five-year profit CAGR of -1.1%.,80
LODHA,con,EPS CAGR < 5%,Slow five-year EPS CAGR of -5.3%.,80
LT,pro,ROE >= 20%,Strong return on equity of 77.7%.,90
LT,pro,D/E <= 0.5,"Low debt-to-equity of 0.10, indicating conservative leverage.",90
LT,pro,FCF > 0,Positive free cash flow of 20445.0 crore.,82
LT,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
LT,pro,CapEx intensity < 10%,Moderate CapEx intensity of 1.0%.,72
LT,pro,Revenue CAGR >= 10%,Revenue CAGR of 10.3% over five years.,85
LT,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
LTIM,pro,ROE >= 20%,Strong return on equity of 22.9%.,90
LTIM,pro,D/E <= 0.5,"Low debt-to-equity of 0.10, indicating conservative leverage.",90
LTIM,pro,ICR >= 5,Strong interest coverage of 31.9x.,88
LTIM,pro,FCF > 0,Positive free cash flow of 1752.0 crore.,82
LTIM,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
LTIM,pro,Revenue CAGR >= 10%,Revenue CAGR of 30.3% over five years.,85
LTIM,pro,PAT CAGR >= 10%,Profit CAGR of 24.8% over five years.,88
LTIM,pro,EPS CAGR >= 10%,EPS CAGR of 12.2% over five years.,88
LTIM,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
LTIM,con,FCF conversion < 50%,Weak free-cash-flow conversion of 27.4%.,82
M&M,pro,CapEx intensity < 10%,Moderate CapEx intensity of 4.0%.,72
M&M,pro,PAT CAGR >= 10%,Profit CAGR of 15.3% over five years.,88
M&M,pro,EPS CAGR >= 10%,EPS CAGR of 16.2% over five years.,88
M&M,con,D/E > 1,Elevated debt-to-equity of 1.64.,90
M&M,con,FCF < 0,Negative free cash flow is a potential financial risk.,90
M&M,con,CFO < 0,Negative operating cash flow indicates weak cash generation.,95
M&M,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
M&M,con,FCF conversion < 50%,Weak free-cash-flow conversion of -45.2%.,82
MARUTI,pro,D/E <= 0.5,"Low debt-to-equity of 0.00, indicating conservative leverage.",90
MARUTI,pro,ICR >= 5,Strong interest coverage of 117.9x.,88
MARUTI,pro,FCF > 0,Positive free cash flow of 4936.0 crore.,82
MARUTI,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
MARUTI,pro,CapEx intensity < 10%,Moderate CapEx intensity of 8.4%.,72
MARUTI,pro,Revenue CAGR >= 10%,Revenue CAGR of 10.5% over five years.,85
MARUTI,pro,PAT CAGR >= 10%,Profit CAGR of 12.0% over five years.,88
MARUTI,pro,EPS CAGR >= 10%,EPS CAGR of 11.1% over five years.,88
MARUTI,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
MARUTI,con,FCF conversion < 50%,Weak free-cash-flow conversion of 26.5%.,82
MOTHERSON,pro,ICR >= 5,Strong interest coverage of 5.2x.,88
MOTHERSON,pro,FCF > 0,Positive free cash flow of 925.0 crore.,82
MOTHERSON,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
MOTHERSON,pro,CapEx intensity < 10%,Moderate CapEx intensity of 6.7%.,72
MOTHERSON,con,NPM < 5%,Thin net profit margin of 3.1%.,85
MOTHERSON,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
MOTHERSON,con,FCF conversion < 50%,Weak free-cash-flow conversion of 9.9%.,82
NAUKRI,pro,NPM >= 15%,Healthy net profit margin of 23.5%.,85
NAUKRI,pro,D/E <= 0.5,"Low debt-to-equity of 0.01, indicating conservative leverage.",90
NAUKRI,pro,ICR >= 5,Strong interest coverage of 29.0x.,88
NAUKRI,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
NAUKRI,pro,Revenue CAGR >= 10%,Revenue CAGR of 17.1% over five years.,85
NAUKRI,con,ROE < 10%,Low return on equity of 2.0%.,85
NAUKRI,con,FCF < 0,Negative free cash flow is a potential financial risk.,90
NAUKRI,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
NAUKRI,con,CapEx intensity > 30%,High CapEx intensity of 33.6% may pressure free cash flow.,80
NAUKRI,con,FCF conversion < 50%,Weak free-cash-flow conversion of -21.1%.,82
NAUKRI,con,PAT CAGR < 5%,Slow five-year profit CAGR of 0.1%.,80
NAUKRI,con,EPS CAGR < 5%,Slow five-year EPS CAGR of -2.1%.,80
NESTLEIND,pro,ROE >= 20%,Strong return on equity of 117.8%.,90
NESTLEIND,pro,NPM >= 15%,Healthy net profit margin of 16.1%.,85
NESTLEIND,pro,D/E <= 0.5,"Low debt-to-equity of 0.10, indicating conservative leverage.",90
NESTLEIND,pro,ICR >= 5,Strong interest coverage of 41.2x.,88
NESTLEIND,pro,FCF > 0,Positive free cash flow of 2938.0 crore.,82
NESTLEIND,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
NESTLEIND,pro,CapEx intensity < 10%,Moderate CapEx intensity of 5.1%.,72
NESTLEIND,pro,Revenue CAGR >= 10%,Revenue CAGR of 14.5% over five years.,85
NESTLEIND,pro,PAT CAGR >= 10%,Profit CAGR of 14.9% over five years.,88
NESTLEIND,pro,EPS CAGR >= 10%,EPS CAGR of 15.4% over five years.,88
NESTLEIND,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
NHPC,pro,NPM >= 15%,Healthy net profit margin of 41.8%.,85
NHPC,pro,ICR >= 5,Strong interest coverage of 11.2x.,88
NHPC,pro,FCF > 0,Positive free cash flow of 970.0 crore.,82
NHPC,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
NHPC,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
NHPC,con,CapEx intensity > 30%,High CapEx intensity of 62.0% may pressure free cash flow.,80
NHPC,con,FCF conversion < 50%,Weak free-cash-flow conversion of 20.2%.,82
NHPC,con,Revenue CAGR < 5%,Slow five-year revenue CAGR of 1.4%.,78
NTPC,pro,FCF > 0,Positive free cash flow of 8644.0 crore.,82
NTPC,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
NTPC,pro,Revenue CAGR >= 10%,Revenue CAGR of 12.2% over five years.,85
NTPC,con,D/E > 1,Elevated debt-to-equity of 1.48.,90
NTPC,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
NTPC,con,FCF conversion < 50%,Weak free-cash-flow conversion of 16.8%.,82
ONGC,pro,D/E <= 0.5,"Low debt-to-equity of 0.45, indicating conservative leverage.",90
ONGC,pro,ICR >= 5,Strong interest coverage of 11.4x.,88
ONGC,pro,FCF > 0,Positive free cash flow of 42060.0 crore.,82
ONGC,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
ONGC,pro,CapEx intensity < 10%,Moderate CapEx intensity of 9.7%.,72
ONGC,pro,PAT CAGR >= 10%,Profit CAGR of 11.0% over five years.,88
ONGC,pro,EPS CAGR >= 10%,EPS CAGR of 10.2% over five years.,88
ONGC,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
ONGC,con,FCF conversion < 50%,Weak free-cash-flow conversion of 40.9%.,82
PFC,pro,ROE >= 20%,Strong return on equity of 26.2%.,90
PFC,pro,NPM >= 15%,Healthy net profit margin of 28.9%.,85
PFC,pro,CapEx intensity < 10%,Moderate CapEx intensity of 3.7%.,72
PFC,pro,Revenue CAGR >= 10%,Revenue CAGR of 11.1% over five years.,85
PFC,pro,PAT CAGR >= 10%,Profit CAGR of 15.9% over five years.,88
PFC,pro,EPS CAGR >= 10%,EPS CAGR of 14.9% over five years.,88
PFC,con,D/E > 1,Elevated debt-to-equity of 8.52.,90
PFC,con,ICR < 2,Low interest coverage of 0.6x.,92
PFC,con,FCF < 0,Negative free cash flow is a potential financial risk.,90
PFC,con,CFO < 0,Negative operating cash flow indicates weak cash generation.,95
PFC,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
PFC,con,FCF conversion < 50%,Weak free-cash-flow conversion of -301.5%.,82
PIDILITIND,pro,ROE >= 20%,Strong return on equity of 20.8%.,90
PIDILITIND,pro,D/E <= 0.5,"Low debt-to-equity of 0.05, indicating conservative leverage.",90
PIDILITIND,pro,ICR >= 5,Strong interest coverage of 54.3x.,88
